108	1	Collier DA
108	2	Froehle CM
108	3	Goodale JC
108	4	Metters RD
108	5	Verma R
109	0	Meredith J
110	0	Krajewski L
111	0	Hill AV
112	0	Meredith JR
113	0	Handfield R
114	0	Ross A
114	1	Droge C
115	0	Primo MAM
115	1	Amundson SD
116	0	Frohlich MT
117	0	Goldstein SM
117	1	Ward PT
117	2	Leong GK
117	3	Butler TW
118	0	Johnson PF
118	1	Klassen RD
118	2	Leenders MR
118	3	Fearon HE
119	0	Sousa R
119	1	Voss CA
120	0	Hendricks KB
120	1	Singhal VR
121	0	Vickery SK
121	1	Jayaram J
121	2	Droge C
121	3	Calantone R
122	0	Hult GTA
122	1	Ketchen DJ
122	2	Nichols EL
123	0	Safizadeh MH
123	1	Field JM
123	2	Ritzman LP
124	0	Diaz MS
124	1	Machuca JAD
124	2	Alvarez-Gil MJ
125	0	Fullerton RR
125	1	Mcwatters CS
125	2	Fawson C
126	0	Kaynak H
127	0	Rosenzweig ED
127	1	Roth AV
127	2	Dean JW
128	0	Grover V
128	1	Malhotra MK
129	0	Rungtusanatham MJ
129	1	Choi TY
129	2	Hollingworth DG
129	3	Wu ZH
129	4	Forza C
130	0	Joshi MP
130	1	Kathuria R
130	2	Porth SJ
131	0	Guide VDR
131	1	Jayaraman V
131	2	Linton JD
132	0	Nahm AY
132	1	Vonderembse MA
132	2	Koufteros XA
133	0	Detert JR
133	1	Schroeder RG
133	2	Cudeck R
134	0	Melnyk SA
134	1	Sroufe RP
134	2	Calantone R
135	0	Joshi MP
135	1	Kathuria R
135	2	Porth SJ
136	0	Shah R
136	1	Ward PT
137	0	Nassimbeni G
138	0	Zhang QY
138	1	Vonderembse MA
138	2	Lim JS
139	0	Linderman K
139	1	Schroeder RG
139	2	Zaheer S
139	3	Choo AS
140	0	Lewis MA
141	0	Olson JR
141	1	Boyer KK
142	0	Rabinovich E
142	1	Dresner ME
142	2	Evers PT
143	0	Sousa R
144	0	Ahmad O
144	1	Schroeder RG
145	0	Yeung ACL
145	1	Chan LY
145	2	Lee TS
146	0	Rabinovich E
146	1	Dresner ME
146	2	Evers PT
147	0	Schultz KL
147	1	Mcclain JO
147	2	Thomas LJ
148	0	Smunt TL
148	1	Watts CA
149	0	Youngdahl WE
149	1	Kellogg DL
149	2	Nie W
149	3	Bowen DE
150	0	Karuppan CA
150	1	Ganster DC
151	0	Droge C
151	1	Jayaram J
151	2	Vickery SK
152	0	Zhao XD
152	1	Yeung ACL
152	2	Lee TS
153	0	Linderman K
153	1	Schroeder RG
153	2	Zaheer S
153	3	Liedtke C
153	4	Choo AS
154	0	Stuart FI
154	1	Tax S
155	0	Wacker JG
156	0	Flynn BB
156	1	Flynn EJ
157	0	Pagell M
158	0	Maritan CA
158	1	Brush TH
158	2	Karnani AG
159	0	Chen IJ
159	1	Paulraj A
159	2	Lado AA
160	0	Johnston DA
160	1	Mccutcheon DM
160	2	Stuart FI
160	3	Kerwood H
161	0	Shafer SM
161	1	Smunt TL
162	0	Shafer SM
162	1	Smunt TL
163	0	Juran DC
163	1	Schruben LW
164	0	De Koster RBM
164	1	Le-Anh T
164	2	Van Der meer JR
165	0	Mccreery JK
165	1	Krajewski LJ
165	2	Leong GK
165	3	Ward PT
166	0	Pagell M
166	1	Melnyk SA
167	0	Melnyk SA
167	1	Stewart DM
167	2	Swink M
168	0	Evans JR
169	0	Sun S
170	0	Ketokivi MA
170	1	Schroeder RG
171	0	Zhu QH
171	1	Sarkis J
172	0	York KM
172	1	Miree CE
173	0	Devaraj S
173	1	Hollingworth DG
173	2	Schroeder RG
174	0	Chen IJ
174	1	Paulraj A
175	0	Tucker AL
176	0	Koste LL
176	1	Malhotra MK
176	2	Sharma S
177	0	Froehle CA
177	1	Roth AV
178	0	Johnston DA
178	1	Mccutcheon DM
178	2	Stuart FI
178	3	Kerwood H
179	0	Prahinski C
179	1	Benton WC
180	0	Ketokivi MA
180	1	Schroeder RG
181	0	Narasimhan R
181	1	Talluri S
181	2	Das A
182	0	De Treville S
182	1	Shapiro RD
182	2	Hameri AP
183	0	Pagell M
183	1	Krause DR
184	0	Rabinovich E
184	1	Bailey JP
185	0	Ross AD
185	1	Droge C
186	0	Stratman JK
186	1	Roth AV
186	2	Gilland WG
187	0	Naveh E
187	1	Marcus A
188	0	Wu ZH
188	1	Choi TY
189	0	Tsikriktsis N
190	0	Hong P
190	1	Vonderembse MA
190	2	Doll WJ
190	3	Nahm AY
191	0	Funda SA
191	1	Robinson EP
192	0	Kimes SE
192	1	Thompson GA
193	0	Li SH
193	1	Rao SS
193	2	Ragu-Nathan TS
193	3	Ragu-Nathan B
